age,listening_time,songs_played_per_day,skip_rate,ads_listened_per_week,offline_listening,gender_Male,gender_Other,country_CA,country_DE,country_FR,country_IN,country_PK,country_UK,country_US,subscription_type_Free,subscription_type_Premium,subscription_type_Student,device_type_Mobile,device_type_Web
0.8114779916939917,-0.19126513492635033,-0.4262955820280042,1.6699332012365877,-0.5099377861913971,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False
0.4974954791586817,-0.9054628910965006,-0.49659933300666864,-0.8072637613305154,-0.5099377861913971,1,True,False,False,False,False,False,False,False,True,False,True,False,False,True
-0.6799389428487308,-0.7626233398624706,0.8743238110772884,1.2666685794233385,0.6650552226203044,0,True,False,False,False,False,False,True,False,False,True,False,False,False,True
1.4394430167646117,-0.46504094145824126,-0.3208399555600075,-0.5768268345800871,-0.5099377861913971,1,True,False,False,False,False,False,True,False,False,False,False,True,True,False
-0.4444520584472483,-0.5840739008199329,-1.164484967303981,-0.7496545296429082,-0.5099377861913971,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1.2824517604969567,0.8205150196480291,0.8040200600986239,0.3449208724216256,-0.5099377861913971,1,True,False,False,False,False,False,False,False,True,False,True,False,True,False
-1.6218864804546607,-1.1316255138837148,-0.3208399555600075,0.05687471398359042,-0.5099377861913971,1,False,True,False,True,False,False,False,False,False,False,False,True,True,False
-1.6218864804546607,-1.357788136670929,1.6476650718425976,-1.2681376148313717,-0.5099377861913971,1,True,False,False,False,True,False,False,False,False,False,True,False,True,False
-1.0724170835178684,1.7132622148607168,0.5931088071626306,0.6905762625472679,0.29786990736664765,0,True,False,False,False,False,True,False,False,False,True,False,False,True,False
0.4974954791586817,-1.2149485854368989,-1.164484967303981,-0.5768268345800871,-0.5099377861913971,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-0.13046954591193827,-1.5363375757134665,-0.6020549594746654,0.4601393357968398,-0.5099377861913971,1,False,True,False,False,False,False,False,True,False,False,False,True,False,True
-0.3659564303134208,1.3323567449033034,-0.07477682713468187,-0.8072637613305154,-0.5099377861913971,1,True,False,False,False,False,True,False,False,False,False,False,True,True,False
-1.1509127116516957,1.5942292554990252,-0.6723587104533298,-0.7496545296429082,2.5744188619393196,0,False,False,False,False,False,False,False,True,False,True,False,False,False,True
-0.4444520584472483,-1.2149485854368989,0.06583067482264705,0.9786224209853032,-0.5099377861913971,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False
-0.6014433147149033,1.5347127758181793,1.577361320863933,-1.0377006880809436,-0.5099377861913971,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
0.9684692479616467,-1.500627687904959,1.0852350640132817,0.40253010410923273,-0.5099377861913971,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
-1.4648952241870057,-0.798333227670978,0.5579569316732983,0.748185494234875,1.9869223575334687,0,True,False,False,False,False,True,False,False,False,True,False,False,False,True
0.7329823635601642,-0.5959771967561022,-0.391143706538672,-0.5192176028924801,0.4447440334681103,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0.26200859475719923,-0.7626233398624706,-1.5160037221973035,0.8634039576100893,-0.5099377861913971,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False
0.8114779916939917,1.582325959562856,-0.2153843290920108,-1.3257468465189788,0.2244328443159163,0,False,True,False,False,False,False,False,False,True,True,False,False,False,True
-0.9154258272502133,-0.8578497073518239,-0.14508057811334632,0.8634039576100893,-0.5099377861913971,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1.5964342730322667,1.368066632711811,-0.9535737143679877,-1.440965309894193,-0.5099377861913971,1,True,False,False,False,False,False,False,False,True,False,True,False,False,True
-1.6218864804546607,-0.726913452053963,-0.03962495164534964,1.3818870427985528,-0.5099377861913971,1,False,True,False,False,False,False,False,False,True,False,True,False,False,True
0.026521710355716717,0.8562249074565366,0.38219755422663715,-0.7496545296429082,-0.5099377861913971,1,False,True,True,False,False,False,False,False,False,False,True,False,False,True
-0.6014433147149033,-0.5721706048837638,-0.8832699633893232,1.5547147378613735,0.29786990736664765,0,False,True,False,False,True,False,False,False,False,True,False,False,False,True
1.0469648760954742,-0.8935595951603313,0.38219755422663715,-1.0953099197685507,1.4728629161783493,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True
-1.7003821085884883,-0.726913452053963,0.2767419277586404,0.8634039576100893,1.3994258531276178,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False
0.26200859475719923,-1.5244342797772974,-0.28568808007067525,-0.6344360662676942,-0.5099377861913971,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0.3405042228910267,-0.7864299317348088,-0.07477682713468187,-0.8648729930181225,-0.5099377861913971,1,False,True,False,False,True,False,False,False,False,False,True,False,True,False
1.2039561323631292,0.6776754684139991,-0.10992870262401411,-1.383356078206586,-0.5099377861913971,1,False,False,False,False,False,False,False,True,False,False,False,True,False,True
-0.6014433147149033,-1.2387551773092373,-0.7426624614319943,-0.8072637613305154,-0.5099377861913971,1,False,True,False,True,False,False,False,False,False,False,False,True,True,False
-1.4648952241870057,-1.5244342797772974,-1.6917630996439645,1.6123239695489806,2.0603594205842,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0.7329823635601642,-0.6912035642454555,0.8391719355879562,-0.8072637613305154,-0.5099377861913971,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False
0.5759911072925092,-0.7150101561177938,-1.30509246926131,1.6123239695489806,2.794730051091513,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0.6544867354263367,-0.000812399947643619,1.577361320863933,-0.5192176028924801,2.2072335466856625,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False
0.26200859475719923,1.09429082617992,-0.8832699633893232,-0.05834374939162379,1.032240537873961,0,False,True,True,False,False,False,False,False,False,True,False,False,True,False
-0.20896517404576578,1.5347127758181793,-0.391143706538672,-1.0377006880809436,-0.5099377861913971,1,False,False,False,False,True,False,False,False,False,False,True,False,True,False
-1.3863995960531783,-0.655493676436948,0.2767419277586404,-0.7496545296429082,-0.5099377861913971,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False
-0.7584345709825583,-1.0602057382666998,1.120386939502614,0.3449208724216256,2.4275447358378566,0,False,True,True,False,False,False,False,False,False,True,False,False,True,False
-0.6014433147149033,-1.643467239138989,0.030678799333314827,0.6329670308596608,-0.5099377861913971,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1.2039561323631292,-0.5602673089475946,-0.4262955820280042,0.3449208724216256,-0.5099377861913971,1,False,False,True,False,False,False,False,False,False,False,False,True,True,False
-0.3659564303134208,0.23725351877573977,0.8391719355879562,-0.8072637613305154,-0.5099377861913971,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-0.2874608021795933,-0.6316870845646096,-0.848118087899991,-0.6344360662676942,2.8681671141422447,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False
1.4394430167646117,1.6418424392437019,1.401601943417272,-1.1529191514561576,-0.5099377861913971,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False
